Type,Arrival_Time,Num_Servers,LES,Avg_LES,AvgC_LES,WAvgC_LES,Waiting_Time,Is_Served,Service_Time
1,3345.0,0,14.0,7.5750237416904085,0.0,0.0,0.0,true,118.0
0,3308.0,0,1.0,5.866343184825761,0.0,0.0,1.0,true,155.0
0,3385.0,0,1.0,5.951198990323938,0.0,0.0,1.0,true,78.0
0,3385.0,0,1.0,5.951198990323938,0.0,0.0,1.0,true,78.0
1,3126.0,0,1.0,6.3787076271186445,0.0,0.0,1.0,true,338.0
1,3126.0,0,1.0,6.3787076271186445,0.0,0.0,1.0,true,338.0
0,3284.0,0,1.0,5.769851951547779,0.0,0.0,1.0,true,180.0
0,3284.0,0,1.0,5.769851951547779,0.0,0.0,1.0,true,180.0
1,3298.0,0,1.0,7.424242424242424,0.0,0.0,1.0,true,166.0
1,3071.0,0,122.0,5.8301474604041506,0.0,0.0,1.0,true,394.0
1,3071.0,0,122.0,5.8301474604041506,0.0,0.0,1.0,true,394.0
5,3294.0,0,1.0,0.9732142857142857,0.0,0.0,1.0,true,171.0
5,3294.0,0,1.0,0.9732142857142857,0.0,0.0,1.0,true,171.0
1,3308.0,0,1.0,7.4879923150816525,0.0,0.0,1.0,true,157.0
1,3290.0,0,1.0,7.403085824493732,0.0,0.0,1.0,true,176.0
1,3290.0,0,1.0,7.403085824493732,0.0,0.0,1.0,true,176.0
0,3298.0,0,1.0,5.813716814159292,0.0,0.0,1.0,true,164.0
2,3368.0,0,46.0,12.786324786324787,0.0,0.0,34.0,true,65.0
0,3434.0,0,1.0,6.172895277207393,0.0,0.0,19.0,true,14.0
0,3434.0,0,1.0,6.172895277207393,0.0,0.0,19.0,true,14.0
0,2652.0,0,1.0,2.9626417611741163,0.0,0.0,27.0,true,790.0
0,2652.0,0,1.0,2.9626417611741163,0.0,0.0,27.0,true,790.0
1,3298.0,0,1.0,7.424242424242424,0.0,0.0,1.0,true,166.0
1,3366.0,0,0.0,7.5907808090310445,0.0,0.0,1.0,true,102.0
2,3368.0,0,46.0,12.786324786324787,0.0,0.0,34.0,true,65.0
1,3308.0,0,1.0,7.4879923150816525,0.0,0.0,1.0,true,157.0
1,3366.0,0,0.0,7.5907808090310445,0.0,0.0,1.0,true,102.0
0,3273.0,0,1.0,5.660513282305268,0.0,0.0,1.0,true,198.0
0,3308.0,0,1.0,5.866343184825761,0.0,0.0,1.0,true,155.0
6,3355.0,0,5.0,2.9152542372881354,0.0,0.0,1.0,true,116.0
6,3355.0,0,5.0,2.9152542372881354,0.0,0.0,1.0,true,116.0
2,3199.0,0,0.0,11.112426035502958,0.0,0.0,1.0,true,274.0
2,3199.0,0,0.0,11.112426035502958,0.0,0.0,1.0,true,274.0
0,3273.0,0,1.0,5.660513282305268,0.0,0.0,1.0,true,198.0
6,3311.0,0,1.0,1.719298245614035,0.0,0.0,1.0,true,162.0
2,3314.0,0,1.0,12.111646586345381,0.0,0.0,1.0,true,159.0
2,3144.0,0,1.0,9.900955690703736,0.0,0.0,1.0,true,330.0
2,3144.0,0,1.0,9.900955690703736,0.0,0.0,1.0,true,330.0
4,3384.0,0,1.0,2.5185185185185186,0.0,0.0,25.0,true,66.0
4,3384.0,0,1.0,2.5185185185185186,0.0,0.0,25.0,true,66.0
0,3392.0,0,1.0,5.983256592716618,0.0,0.0,31.0,true,52.0
0,3392.0,0,1.0,5.983256592716618,0.0,0.0,31.0,true,52.0
2,3459.0,0,1.0,14.708029197080291,0.0,0.0,9.0,true,7.0
2,3459.0,0,1.0,14.708029197080291,0.0,0.0,9.0,true,7.0
1,2985.0,0,1.0,5.587699316628702,0.0,0.0,1.0,true,490.0
1,2985.0,0,1.0,5.587699316628702,0.0,0.0,1.0,true,490.0
2,3299.0,0,141.0,12.05631536604988,0.0,0.0,1.0,true,176.0
0,3276.0,0,1.0,5.657669815564552,0.0,0.0,1.0,true,201.0
2,3335.0,0,1.0,12.547770700636942,0.0,0.0,1.0,true,142.0
0,3276.0,0,1.0,5.657669815564552,0.0,0.0,1.0,true,201.0
2,3299.0,0,141.0,12.05631536604988,0.0,0.0,1.0,true,176.0
2,3335.0,0,1.0,12.547770700636942,0.0,0.0,1.0,true,142.0
0,3031.0,0,1.0,4.75961045617632,0.0,0.0,132.0,true,317.0
0,3031.0,0,1.0,4.75961045617632,0.0,0.0,132.0,true,317.0
0,3262.0,0,1.0,5.558118498417006,0.0,0.0,1.0,true,217.0
4,3311.0,0,1.0,2.4551282051282053,0.0,0.0,1.0,true,168.0
2,3215.0,0,1.0,11.260687342833194,0.0,0.0,188.0,true,78.0
0,3262.0,0,1.0,5.558118498417006,0.0,0.0,1.0,true,217.0
2,3314.0,0,1.0,12.111646586345381,0.0,0.0,1.0,true,159.0
2,3379.0,0,1.0,13.066409266409266,0.0,0.0,45.0,true,57.0
2,3379.0,0,1.0,13.066409266409266,0.0,0.0,45.0,true,57.0
0,3450.0,0,1.0,6.1590538336052205,0.0,0.0,1.0,true,30.0
0,3450.0,0,1.0,6.1590538336052205,0.0,0.0,1.0,true,30.0
1,3160.0,0,1.0,6.7009297520661155,0.0,0.0,1.0,true,321.0
6,3311.0,0,1.0,1.719298245614035,0.0,0.0,1.0,true,162.0
0,3381.0,0,1.0,5.957455770850885,0.0,0.0,1.0,true,100.0
0,3381.0,0,1.0,5.957455770850885,0.0,0.0,1.0,true,100.0
1,3160.0,0,1.0,6.7009297520661155,0.0,0.0,1.0,true,321.0
2,3215.0,0,1.0,11.260687342833194,0.0,0.0,188.0,true,78.0
0,2994.0,0,1.0,4.497100685292567,0.0,0.0,1.0,true,489.0
1,3042.0,0,1.0,5.723085460599334,0.0,0.0,1.0,true,441.0
1,3042.0,0,1.0,5.723085460599334,0.0,0.0,1.0,true,441.0
2,3144.0,0,1.0,10.071242397914856,0.0,0.0,197.0,true,143.0
2,3144.0,0,1.0,10.071242397914856,0.0,0.0,197.0,true,143.0
4,3342.0,0,1.0,2.468152866242038,0.0,0.0,1.0,true,141.0
4,3342.0,0,1.0,2.468152866242038,0.0,0.0,1.0,true,141.0
2,3409.0,0,186.0,13.63855421686747,0.0,0.0,1.0,true,74.0
2,3409.0,0,186.0,13.63855421686747,0.0,0.0,1.0,true,74.0
0,2994.0,0,1.0,4.497100685292567,0.0,0.0,1.0,true,489.0
4,3311.0,0,1.0,2.4551282051282053,0.0,0.0,1.0,true,168.0
1,3315.0,0,1.0,7.485139022051774,0.0,0.0,1.0,true,172.0
1,3337.0,0,1.0,7.581749049429658,0.0,0.0,1.0,true,150.0
1,3337.0,0,1.0,7.581749049429658,0.0,0.0,1.0,true,150.0
0,3064.0,0,130.0,4.977,0.0,0.0,1.0,true,424.0
2,3242.0,0,1.0,11.576636288318143,0.0,0.0,62.0,true,185.0
1,3292.0,0,1.0,7.410404624277457,0.0,0.0,29.0,true,168.0
0,3334.0,0,1.0,5.889322916666667,0.0,0.0,1.0,true,154.0
1,3076.0,0,1.0,5.946107784431137,0.0,0.0,1.0,true,413.0
1,3076.0,0,1.0,5.946107784431137,0.0,0.0,1.0,true,413.0
1,3292.0,0,1.0,7.410404624277457,0.0,0.0,29.0,true,168.0
0,3334.0,0,1.0,5.889322916666667,0.0,0.0,1.0,true,154.0
0,3064.0,0,130.0,4.977,0.0,0.0,1.0,true,424.0
2,3166.0,0,1.0,10.327868852459016,0.0,0.0,1.0,true,324.0
2,3166.0,0,1.0,10.327868852459016,0.0,0.0,1.0,true,324.0
2,3428.0,0,1.0,14.037918215613383,0.0,0.0,1.0,true,62.0
2,3428.0,0,1.0,14.037918215613383,0.0,0.0,1.0,true,62.0
0,3116.0,0,1.0,5.318777292576419,0.0,0.0,1.0,true,375.0
2,3168.0,0,1.0,10.35030198446937,0.0,0.0,27.0,true,297.0
2,3168.0,0,1.0,10.35030198446937,0.0,0.0,27.0,true,297.0
0,2972.0,0,1.0,4.416799574694312,0.0,0.0,1.0,true,520.0
0,2972.0,0,1.0,4.416799574694312,0.0,0.0,1.0,true,520.0
0,3116.0,0,1.0,5.318777292576419,0.0,0.0,1.0,true,375.0
0,3406.0,0,1.0,6.035714285714286,0.0,0.0,1.0,true,86.0
0,3406.0,0,1.0,6.035714285714286,0.0,0.0,1.0,true,86.0
0,3298.0,0,1.0,5.813716814159292,0.0,0.0,1.0,true,195.0
1,3315.0,0,1.0,7.485139022051774,0.0,0.0,1.0,true,172.0
0,2971.0,0,1.0,4.416799574694312,0.0,0.0,1.0,true,523.0
2,3240.0,0,1.0,11.526097763048881,0.0,0.0,12.0,true,243.0
2,3242.0,0,1.0,11.576636288318143,0.0,0.0,62.0,true,185.0
0,2876.0,0,1.0,4.072372199885123,0.0,0.0,1.0,true,619.0
0,2971.0,0,1.0,4.416799574694312,0.0,0.0,1.0,true,523.0
1,3288.0,0,1.0,7.389478764478764,0.0,0.0,0.0,true,208.0
1,3288.0,0,1.0,7.389478764478764,0.0,0.0,0.0,true,208.0
0,3440.0,0,1.0,6.147875816993464,0.0,0.0,1.0,true,55.0
0,2876.0,0,1.0,4.072372199885123,0.0,0.0,1.0,true,619.0
0,3440.0,0,1.0,6.147875816993464,0.0,0.0,1.0,true,55.0
0,3298.0,0,1.0,5.813716814159292,0.0,0.0,1.0,true,195.0
0,3045.0,0,27.0,4.897006595636733,0.0,0.0,1.0,true,454.0
0,3157.0,0,1.0,5.349477682811016,0.0,0.0,1.0,true,342.0
0,3160.0,0,1.0,5.553292278540976,0.0,0.0,125.0,true,215.0
0,3353.0,0,1.0,5.962377084224028,0.0,0.0,1.0,true,146.0
0,3353.0,0,1.0,5.962377084224028,0.0,0.0,1.0,true,146.0
0,3045.0,0,27.0,4.897006595636733,0.0,0.0,1.0,true,454.0
0,3157.0,0,1.0,5.349477682811016,0.0,0.0,1.0,true,342.0
0,3160.0,0,1.0,5.553292278540976,0.0,0.0,125.0,true,215.0
0,3391.0,0,1.0,5.976948868398994,0.0,0.0,1.0,true,109.0
0,3391.0,0,1.0,5.976948868398994,0.0,0.0,1.0,true,109.0
0,3495.0,0,1.0,6.320063694267516,0.0,0.0,1.0,true,5.0
0,3495.0,0,1.0,6.320063694267516,0.0,0.0,1.0,true,5.0
0,3051.0,0,32.0,4.918522267206478,0.0,0.0,1.0,true,450.0
2,3176.0,0,130.0,10.585701981050818,0.0,0.0,7.0,true,319.0
2,3176.0,0,130.0,10.585701981050818,0.0,0.0,7.0,true,319.0
2,3240.0,0,1.0,11.526097763048881,0.0,0.0,12.0,true,243.0
4,3418.0,0,0.0,2.4803625377643503,0.0,0.0,0.0,true,84.0
4,3418.0,0,0.0,2.4803625377643503,0.0,0.0,0.0,true,84.0
0,3051.0,0,32.0,4.918522267206478,0.0,0.0,1.0,true,450.0
0,3167.0,0,1.0,5.5522953147184095,0.0,0.0,1.0,true,335.0
0,3167.0,0,1.0,5.5522953147184095,0.0,0.0,1.0,true,335.0
1,3228.0,0,1.0,7.057806324110672,0.0,0.0,1.0,true,274.0
1,3228.0,0,1.0,7.057806324110672,0.0,0.0,1.0,true,274.0
2,3314.0,0,1.0,12.14859437751004,0.0,0.0,46.0,true,143.0
0,3484.0,0,1.0,6.322929171668667,0.0,0.0,1.0,true,18.0
0,3484.0,0,1.0,6.322929171668667,0.0,0.0,1.0,true,18.0
2,3312.0,0,1.0,12.111646586345381,0.0,0.0,1.0,true,192.0
0,3331.0,0,1.0,5.909368191721133,0.0,0.0,1.0,true,174.0
1,3450.0,0,25.0,8.341674249317562,0.0,0.0,1.0,true,55.0
1,3450.0,0,25.0,8.341674249317562,0.0,0.0,1.0,true,55.0
1,3132.0,0,1.0,6.473600844772967,0.0,0.0,1.0,true,374.0
2,3234.0,0,1.0,11.498757249378624,0.0,0.0,1.0,true,272.0
0,3332.0,0,1.0,5.899956502827316,0.0,0.0,1.0,true,174.0
1,3378.0,0,140.0,7.702626641651032,0.0,0.0,1.0,true,128.0
1,3378.0,0,140.0,7.702626641651032,0.0,0.0,1.0,true,128.0
2,2815.0,0,1.0,5.7042399172699065,0.0,0.0,1.0,true,692.0
2,2815.0,0,1.0,5.7042399172699065,0.0,0.0,1.0,true,692.0
1,3132.0,0,1.0,6.473600844772967,0.0,0.0,1.0,true,374.0
1,3232.0,0,1.0,7.062592410054214,0.0,0.0,1.0,true,275.0
4,3235.0,0,1.0,2.0298013245033113,0.0,0.0,1.0,true,272.0
4,3250.0,0,0.0,2.4869281045751634,0.0,0.0,1.0,true,257.0
0,3331.0,0,1.0,5.909368191721133,0.0,0.0,1.0,true,174.0
0,3276.0,0,1.0,5.657669815564552,0.0,0.0,1.0,true,232.0
0,3460.0,0,7.0,6.187271990271585,0.0,0.0,1.0,true,48.0
0,3460.0,0,7.0,6.187271990271585,0.0,0.0,1.0,true,48.0
2,3125.0,0,1.0,9.418358340688437,0.0,0.0,1.0,true,384.0
1,3225.0,0,1.0,7.06580900544285,0.0,0.0,1.0,true,284.0
0,3274.0,0,1.0,5.660963529941468,0.0,0.0,1.0,true,235.0
0,3276.0,0,1.0,5.657669815564552,0.0,0.0,1.0,true,232.0
2,3314.0,0,1.0,12.14859437751004,0.0,0.0,46.0,true,143.0
0,3332.0,0,1.0,5.899956502827316,0.0,0.0,1.0,true,174.0
0,3341.0,0,0.0,6.012516184721623,0.0,0.0,1.0,true,168.0
0,3341.0,0,0.0,6.012516184721623,0.0,0.0,1.0,true,168.0
2,3125.0,0,1.0,9.418358340688437,0.0,0.0,1.0,true,384.0
1,3138.0,0,1.0,6.456315789473684,0.0,0.0,1.0,true,372.0
1,3138.0,0,1.0,6.456315789473684,0.0,0.0,1.0,true,372.0
1,3225.0,0,1.0,7.06580900544285,0.0,0.0,1.0,true,284.0
2,3234.0,0,1.0,11.498757249378624,0.0,0.0,1.0,true,272.0
4,3250.0,0,0.0,2.4869281045751634,0.0,0.0,1.0,true,257.0
0,3278.0,0,122.0,5.657669815564552,0.0,0.0,1.0,true,232.0
0,3278.0,0,122.0,5.657669815564552,0.0,0.0,1.0,true,232.0
0,3157.0,0,1.0,5.349477682811016,0.0,0.0,1.0,true,354.0
1,3232.0,0,1.0,7.062592410054214,0.0,0.0,1.0,true,275.0
0,3274.0,0,1.0,5.660963529941468,0.0,0.0,1.0,true,235.0
2,2896.0,0,0.0,6.707798617966437,0.0,0.0,202.0,true,415.0
0,3157.0,0,1.0,5.349477682811016,0.0,0.0,1.0,true,354.0
2,3312.0,0,1.0,12.111646586345381,0.0,0.0,1.0,true,192.0
4,3454.0,0,1.0,2.7071005917159763,0.0,0.0,19.0,true,40.0
2,2896.0,0,0.0,6.707798617966437,0.0,0.0,202.0,true,415.0
2,3195.0,0,1.0,11.148430873621713,0.0,0.0,185.0,true,134.0
4,3454.0,0,1.0,2.7071005917159763,0.0,0.0,19.0,true,40.0
1,3181.0,0,1.0,7.062184024266936,0.0,0.0,107.0,true,227.0
1,3181.0,0,1.0,7.062184024266936,0.0,0.0,107.0,true,227.0
2,3406.0,0,1.0,13.648078372268275,0.0,0.0,1.0,true,108.0
2,3406.0,0,1.0,13.648078372268275,0.0,0.0,1.0,true,108.0
2,3195.0,0,1.0,11.148430873621713,0.0,0.0,185.0,true,134.0
0,3339.0,0,1.0,5.958927799394726,0.0,0.0,61.0,true,116.0
2,3477.0,0,1.0,14.997837058399423,0.0,0.0,2.0,true,37.0
0,3223.0,0,1.0,5.413729977116705,0.0,0.0,1.0,true,293.0
0,3223.0,0,1.0,5.413729977116705,0.0,0.0,1.0,true,293.0
4,3235.0,0,1.0,2.0298013245033113,0.0,0.0,1.0,true,272.0
2,3315.0,0,1.0,12.157429718875502,0.0,0.0,12.0,true,190.0
0,3339.0,0,1.0,5.958927799394726,0.0,0.0,61.0,true,116.0
0,3298.0,0,1.0,5.813716814159292,0.0,0.0,1.0,true,219.0
2,3477.0,0,1.0,14.997837058399423,0.0,0.0,2.0,true,37.0
0,3357.0,0,1.0,5.95179180887372,0.0,0.0,1.0,true,161.0
0,3487.0,0,1.0,6.318672530987605,0.0,0.0,1.0,true,31.0
2,3254.0,0,1.0,11.591769547325104,0.0,0.0,1.0,true,265.0
0,3298.0,0,1.0,5.813716814159292,0.0,0.0,1.0,true,219.0
1,3455.0,0,118.0,8.45685740236149,0.0,0.0,1.0,true,64.0
1,3455.0,0,118.0,8.45685740236149,0.0,0.0,1.0,true,64.0
0,3487.0,0,1.0,6.318672530987605,0.0,0.0,1.0,true,31.0
2,3254.0,0,1.0,11.591769547325104,0.0,0.0,1.0,true,265.0
0,3357.0,0,1.0,5.95179180887372,0.0,0.0,1.0,true,161.0
4,2999.0,0,1.0,1.7194244604316546,0.0,0.0,1.0,true,522.0
4,2999.0,0,1.0,1.7194244604316546,0.0,0.0,1.0,true,522.0
1,3314.0,0,155.0,7.485139022051774,0.0,0.0,1.0,true,207.0
0,3485.0,0,1.0,6.3208,0.0,0.0,1.0,true,36.0
0,3244.0,0,0.0,5.447332421340629,0.0,0.0,1.0,true,278.0
1,3276.0,0,1.0,7.250485436893204,0.0,0.0,41.0,true,206.0
2,3315.0,0,1.0,12.157429718875502,0.0,0.0,12.0,true,190.0
0,3485.0,0,1.0,6.3208,0.0,0.0,1.0,true,36.0
1,3276.0,0,1.0,7.250485436893204,0.0,0.0,41.0,true,206.0
1,3337.0,0,1.0,7.581749049429658,0.0,0.0,1.0,true,186.0
0,3013.0,0,1.0,4.474752732951588,0.0,0.0,1.0,true,511.0
6,3279.0,0,1.0,1.7454545454545454,0.0,0.0,45.0,true,201.0
6,3279.0,0,1.0,1.7454545454545454,0.0,0.0,45.0,true,201.0
0,3307.0,0,1.0,5.866343184825761,0.0,0.0,1.0,true,217.0
1,3337.0,0,1.0,7.581749049429658,0.0,0.0,1.0,true,186.0
2,3368.0,0,46.0,12.786324786324787,0.0,0.0,1.0,true,156.0
4,3026.0,0,1.0,1.7142857142857142,0.0,0.0,1.0,true,499.0
4,3026.0,0,1.0,1.7142857142857142,0.0,0.0,1.0,true,499.0
0,3013.0,0,1.0,4.474752732951588,0.0,0.0,1.0,true,511.0
0,3049.0,0,1.0,4.897006595636733,0.0,0.0,1.0,true,477.0
0,3049.0,0,1.0,4.897006595636733,0.0,0.0,1.0,true,477.0
0,3230.0,0,50.0,5.430073126142596,0.0,0.0,1.0,true,296.0
2,3289.0,0,141.0,11.785310734463277,0.0,0.0,1.0,true,237.0
2,3289.0,0,141.0,11.785310734463277,0.0,0.0,1.0,true,237.0
2,3393.0,0,71.0,13.02911877394636,0.0,0.0,14.0,true,120.0
0,3230.0,0,50.0,5.430073126142596,0.0,0.0,1.0,true,296.0
0,3244.0,0,0.0,5.447332421340629,0.0,0.0,1.0,true,278.0
2,3368.0,0,46.0,12.786324786324787,0.0,0.0,1.0,true,156.0
2,3393.0,0,71.0,13.02911877394636,0.0,0.0,14.0,true,120.0
1,3136.0,0,1.0,6.464944649446495,0.0,0.0,1.0,true,392.0
1,3136.0,0,1.0,6.464944649446495,0.0,0.0,1.0,true,392.0
1,3314.0,0,155.0,7.485139022051774,0.0,0.0,1.0,true,207.0
1,3360.0,0,0.0,7.624291115311909,0.0,0.0,47.0,true,122.0
1,3360.0,0,0.0,7.624291115311909,0.0,0.0,47.0,true,122.0
1,3102.0,0,1.0,6.2621097954790095,0.0,0.0,45.0,true,383.0
0,3307.0,0,1.0,5.866343184825761,0.0,0.0,1.0,true,217.0
1,3102.0,0,1.0,6.2621097954790095,0.0,0.0,45.0,true,383.0
0,3106.0,0,22.0,5.195110024449877,0.0,0.0,1.0,true,425.0
0,3106.0,0,22.0,5.195110024449877,0.0,0.0,1.0,true,425.0
1,3295.0,0,1.0,7.433526011560693,0.0,0.0,49.0,true,188.0
2,3357.0,0,1.0,12.828125,0.0,0.0,36.0,true,139.0
0,2262.0,0,1.0,1.443336355394379,0.0,0.0,1.0,true,1270.0
2,3357.0,0,1.0,12.828125,0.0,0.0,36.0,true,139.0
1,3192.0,0,1.0,7.13741223671013,0.0,0.0,1.0,true,341.0
1,3192.0,0,1.0,7.13741223671013,0.0,0.0,1.0,true,341.0
1,3295.0,0,1.0,7.433526011560693,0.0,0.0,49.0,true,188.0
2,3456.0,0,27.0,14.732260424286759,0.0,0.0,1.0,true,78.0
2,3456.0,0,27.0,14.732260424286759,0.0,0.0,1.0,true,78.0
0,2262.0,0,1.0,1.443336355394379,0.0,0.0,1.0,true,1270.0
2,3331.0,0,0.0,12.310756972111554,0.0,0.0,1.0,true,205.0
0,3451.0,0,1.0,6.169657422512235,0.0,0.0,9.0,true,77.0
1,3282.0,0,1.0,7.347195357833655,0.0,0.0,129.0,true,127.0
1,3290.0,0,1.0,7.403085824493732,0.0,0.0,1.0,true,247.0
1,3290.0,0,1.0,7.403085824493732,0.0,0.0,1.0,true,247.0
0,3451.0,0,1.0,6.169657422512235,0.0,0.0,9.0,true,77.0
0,3476.0,0,31.0,6.2378465247087185,0.0,0.0,48.0,true,14.0
0,3476.0,0,31.0,6.2378465247087185,0.0,0.0,48.0,true,14.0
1,3282.0,0,1.0,7.347195357833655,0.0,0.0,129.0,true,127.0
2,3472.0,0,1.0,15.029731689630166,0.0,0.0,1.0,true,66.0
0,3279.0,0,1.0,5.774584643017512,0.0,0.0,0.0,true,261.0
0,3279.0,0,1.0,5.774584643017512,0.0,0.0,0.0,true,261.0
2,3331.0,0,0.0,12.310756972111554,0.0,0.0,1.0,true,205.0
0,3371.0,0,1.0,5.993194385367929,0.0,0.0,28.0,true,141.0
1,3156.0,0,123.0,6.706825232678387,0.0,0.0,1.0,true,384.0
0,3278.0,0,1.0,5.674763832658569,0.0,0.0,37.0,true,226.0
0,3278.0,0,1.0,5.674763832658569,0.0,0.0,37.0,true,226.0
1,3337.0,0,1.0,7.581749049429658,0.0,0.0,1.0,true,203.0
0,3339.0,0,1.0,5.932987462170342,0.0,0.0,1.0,true,201.0
0,3339.0,0,1.0,5.932987462170342,0.0,0.0,1.0,true,201.0
2,3472.0,0,1.0,15.029731689630166,0.0,0.0,1.0,true,66.0
1,3156.0,0,123.0,6.706825232678387,0.0,0.0,1.0,true,384.0
1,3337.0,0,1.0,7.581749049429658,0.0,0.0,1.0,true,203.0
0,3371.0,0,1.0,5.993194385367929,0.0,0.0,28.0,true,141.0
5,3380.0,0,1.0,1.0892857142857142,0.0,0.0,14.0,true,148.0
5,3380.0,0,1.0,1.0892857142857142,0.0,0.0,14.0,true,148.0
0,3408.0,0,1.0,6.037344398340249,0.0,0.0,27.0,true,107.0
4,2797.0,0,1.0,1.8211382113821137,0.0,0.0,1.0,true,745.0
2,2837.0,0,1.0,5.819116135662898,0.0,0.0,1.0,true,705.0
2,2837.0,0,1.0,5.819116135662898,0.0,0.0,1.0,true,705.0
0,3408.0,0,1.0,6.037344398340249,0.0,0.0,27.0,true,107.0
4,3510.0,0,1.0,2.795977011494253,0.0,0.0,1.0,true,32.0
4,3510.0,0,1.0,2.795977011494253,0.0,0.0,1.0,true,32.0
4,2797.0,0,1.0,1.8211382113821137,0.0,0.0,1.0,true,745.0
2,3101.0,0,181.0,8.86058981233244,0.0,0.0,1.0,true,442.0
0,3429.0,0,1.0,6.16111796136457,0.0,0.0,1.0,true,114.0
0,3510.0,0,1.0,6.403460479748329,0.0,0.0,1.0,true,33.0
0,3510.0,0,1.0,6.403460479748329,0.0,0.0,1.0,true,33.0
2,3101.0,0,181.0,8.86058981233244,0.0,0.0,1.0,true,442.0
1,3322.0,0,1.0,7.604295942720764,0.0,0.0,1.0,true,222.0
0,3448.0,0,1.0,6.161158710730314,0.0,0.0,1.0,true,96.0
1,3143.0,0,1.0,6.496591504981646,0.0,0.0,46.0,true,357.0
1,3143.0,0,1.0,6.496591504981646,0.0,0.0,46.0,true,357.0
6,3148.0,0,1.0,0.9411764705882353,0.0,0.0,1.0,true,397.0
6,3148.0,0,1.0,0.9411764705882353,0.0,0.0,1.0,true,397.0
1,3219.0,0,1.0,7.089915548931942,0.0,0.0,1.0,true,326.0
1,3219.0,0,1.0,7.089915548931942,0.0,0.0,1.0,true,326.0
2,3222.0,0,53.0,11.369474562135112,0.0,0.0,1.0,true,323.0
2,3222.0,0,53.0,11.369474562135112,0.0,0.0,1.0,true,323.0
0,3358.0,0,1.0,5.952218430034129,0.0,0.0,1.0,true,187.0
0,3429.0,0,1.0,6.16111796136457,0.0,0.0,1.0,true,114.0
0,3448.0,0,1.0,6.161158710730314,0.0,0.0,1.0,true,96.0
0,2911.0,0,1.0,4.327170868347339,0.0,0.0,1.0,true,635.0
0,2911.0,0,1.0,4.327170868347339,0.0,0.0,1.0,true,635.0
1,3322.0,0,1.0,7.604295942720764,0.0,0.0,1.0,true,222.0
0,3358.0,0,1.0,5.952218430034129,0.0,0.0,1.0,true,187.0
0,3408.0,0,1.0,6.02655601659751,0.0,0.0,1.0,true,138.0
0,3408.0,0,1.0,6.02655601659751,0.0,0.0,1.0,true,138.0
0,3433.0,0,4.0,6.156878850102669,0.0,0.0,1.0,true,113.0
2,3203.0,0,1.0,11.095358649789029,0.0,0.0,1.0,true,344.0
2,3203.0,0,1.0,11.095358649789029,0.0,0.0,1.0,true,344.0
0,3433.0,0,4.0,6.156878850102669,0.0,0.0,1.0,true,113.0
1,3455.0,0,118.0,8.464123524069029,0.0,0.0,16.0,true,78.0
1,3455.0,0,118.0,8.464123524069029,0.0,0.0,16.0,true,78.0
2,3103.0,0,181.0,8.94638069705094,0.0,0.0,1.0,true,446.0
1,3107.0,0,1.0,6.296950240770466,0.0,0.0,1.0,true,442.0
1,3107.0,0,1.0,6.296950240770466,0.0,0.0,1.0,true,442.0
1,3161.0,0,141.0,6.7009297520661155,0.0,0.0,1.0,true,388.0
0,3375.0,0,1.0,5.98264182895851,0.0,0.0,31.0,true,144.0
0,3375.0,0,1.0,5.98264182895851,0.0,0.0,31.0,true,144.0
2,2910.0,0,1.0,7.179863147605083,0.0,0.0,224.0,true,417.0
2,2910.0,0,1.0,7.179863147605083,0.0,0.0,224.0,true,417.0
2,3103.0,0,181.0,8.94638069705094,0.0,0.0,1.0,true,446.0
1,3161.0,0,141.0,6.7009297520661155,0.0,0.0,1.0,true,388.0
0,3428.0,0,24.0,6.146441793500617,0.0,0.0,30.0,true,93.0
0,3428.0,0,24.0,6.146441793500617,0.0,0.0,30.0,true,93.0
0,3441.0,0,1.0,6.145773785218457,0.0,0.0,1.0,true,109.0
1,3173.0,0,230.0,6.7782874617737,0.0,0.0,1.0,true,378.0
1,3173.0,0,230.0,6.7782874617737,0.0,0.0,1.0,true,378.0
2,3305.0,0,35.0,12.05631536604988,0.0,0.0,1.0,true,246.0
0,3329.0,0,12.0,5.901525054466231,0.0,0.0,1.0,true,222.0
0,3470.0,0,27.0,6.1827697262479875,0.0,0.0,1.0,true,81.0
0,3329.0,0,12.0,5.901525054466231,0.0,0.0,1.0,true,222.0
2,3358.0,0,1.0,12.809375,0.0,0.0,1.0,true,194.0
0,3441.0,0,1.0,6.145773785218457,0.0,0.0,1.0,true,109.0
0,3470.0,0,27.0,6.1827697262479875,0.0,0.0,1.0,true,81.0
2,3358.0,0,1.0,12.809375,0.0,0.0,1.0,true,194.0
0,3446.0,0,1.0,6.1645569620253164,0.0,0.0,1.0,true,107.0
0,3446.0,0,1.0,6.1645569620253164,0.0,0.0,1.0,true,107.0
0,2981.0,0,1.0,4.494435612082671,0.0,0.0,169.0,true,406.0
1,3311.0,0,1.0,7.481765834932822,0.0,0.0,1.0,true,244.0
2,3411.0,0,31.0,13.912847483095417,0.0,0.0,34.0,true,111.0
2,3411.0,0,31.0,13.912847483095417,0.0,0.0,34.0,true,111.0
0,2981.0,0,1.0,4.494435612082671,0.0,0.0,169.0,true,406.0
1,3186.0,0,1.0,7.097278225806452,0.0,0.0,107.0,true,265.0
1,3186.0,0,1.0,7.097278225806452,0.0,0.0,107.0,true,265.0
